query_anchor,query_session,query_group,query_filename,rank,candidate,candidate_session,candidate_group,candidate_is_pool,candidate_same_group,candidate_score,candidate_filename
IMG_2ec9b729c3047f30,3,03_2.0,0258_20140417_HBi_03_RAY_0850.JPG,"range(1, 11)","[""IMG_03193f6c99f32e8b"", ""IMG_2615c5de94cf0ab6"", ""IMG_aade277476cfab5c"", ""IMG_90448cd333a0b216"", ""IMG_814ea15230cf77ff"", ""IMG_0c67105fef9f5e61"", ""IMG_22c1d1571bf40f38"", ""IMG_85a1df455dd25f66"", ""IMG_c35286d04e6f978d"", ""IMG_ed8f4661bbbe6d5c""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_2.0"", ""03_2.0"", ""03_3.0"", ""03_3.0"", ""03_10.0"", ""03_3.0"", ""03_3.0"", ""03_3.0"", ""03_10.0"", ""03_3.0""]","[false, false, false, false, false, false, false, false, false, false]","[true, true, false, false, false, false, false, false, false, false]","[0.9551228880882263, 0.9282201528549194, 0.8882352113723755, 0.8631281852722168, 0.8529471158981323, 0.8419153690338135, 0.8413556218147278, 0.8264891505241394, 0.8198255300521851, 0.8197977542877197]","['0257_20140417_HBi_03_RAY_0849.JPG', '0259_20140417_HBi_03_RAY_0851.JPG', '0241_20140417_HBi_03_RAY_0816.JPG', '0281_20140417_HBi_03_RAY_0881.JPG', '0287_20140417_HBi_03_RAY_0887.JPG', '0282_20140417_HBi_03_RAY_0882.JPG', '0280_20140417_HBi_03_RAY_0880.JPG', '0240_20140417_HBi_03_RAY_0815.JPG', '0510_20140417_HBi_03_RAY_1248.JPG', '0261_20140417_HBi_03_RAY_0853.JPG']"
IMG_2615c5de94cf0ab6,3,03_2.0,0259_20140417_HBi_03_RAY_0851.JPG,"range(1, 11)","[""IMG_2ec9b729c3047f30"", ""IMG_03193f6c99f32e8b"", ""IMG_aade277476cfab5c"", ""IMG_90448cd333a0b216"", ""IMG_0c67105fef9f5e61"", ""IMG_814ea15230cf77ff"", ""IMG_59e35a6728f49f9b"", ""IMG_ed8f4661bbbe6d5c"", ""IMG_22c1d1571bf40f38"", ""IMG_85a1df455dd25f66""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_2.0"", ""03_2.0"", ""03_3.0"", ""03_3.0"", ""03_3.0"", ""03_10.0"", ""03_3.0"", ""03_3.0"", ""03_3.0"", ""03_3.0""]","[false, false, false, false, false, false, false, false, false, false]","[true, true, false, false, false, false, false, false, false, false]","[0.9282201528549194, 0.9005060791969299, 0.8146649599075317, 0.8027341365814209, 0.7788341641426086, 0.7664514780044556, 0.7653754949569702, 0.7493690252304077, 0.7481566667556763, 0.7477314472198486]","['0258_20140417_HBi_03_RAY_0850.JPG', '0257_20140417_HBi_03_RAY_0849.JPG', '0241_20140417_HBi_03_RAY_0816.JPG', '0281_20140417_HBi_03_RAY_0881.JPG', '0282_20140417_HBi_03_RAY_0882.JPG', '0287_20140417_HBi_03_RAY_0887.JPG', '0260_20140417_HBi_03_RAY_0852.JPG', '0261_20140417_HBi_03_RAY_0853.JPG', '0280_20140417_HBi_03_RAY_0880.JPG', '0240_20140417_HBi_03_RAY_0815.JPG']"
IMG_f914119441e6fbfc,3,03_2.0,0325_20140417_HBi_03_RAY_0936.JPG,"range(1, 11)","[""IMG_dda0725ed8e5c4be"", ""IMG_ed8f4661bbbe6d5c"", ""IMG_2b7e1f460614d568"", ""IMG_5171549ee9022d18"", ""IMG_0e03c96e3860a20c"", ""IMG_19fc4b72ac608282"", ""IMG_59e35a6728f49f9b"", ""IMG_2615c5de94cf0ab6"", ""IMG_90abd8938b874a0c"", ""IMG_5001302b0ed35221""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_9.0"", ""03_3.0"", ""03_3.0"", ""03_2.0"", ""03_3.0"", ""03_9.0"", ""03_3.0"", ""03_2.0"", ""03_7.0"", ""03_9.0""]","[false, false, false, false, false, false, false, false, false, false]","[false, false, false, true, false, false, false, true, false, false]","[0.7629454135894775, 0.7583106756210327, 0.7542862892150879, 0.7484692335128784, 0.7408715486526489, 0.7242080569267273, 0.7233007550239563, 0.7112022042274475, 0.7111427783966064, 0.7086084485054016]","['0268_20140417_HBi_03_RAY_0863.JPG', '0261_20140417_HBi_03_RAY_0853.JPG', '0301_20140417_HBi_03_RAY_0903.JPG', '0222_20140417_HBi_03_RAY_0778.JPG', '0302_20140417_HBi_03_RAY_0904.JPG', '0148_20140417_HBi_03_RAY_2027.JPG', '0260_20140417_HBi_03_RAY_0852.JPG', '0259_20140417_HBi_03_RAY_0851.JPG', '0245_20140417_HBi_03_RAY_0825.JPG', '0269_20140417_HBi_03_RAY_0864.JPG']"
IMG_6093a75e3e14d5df,3,03_2.0,0489_20140417_HBi_03_RAY_1223.JPG,"range(1, 11)","[""IMG_2d5a71d4a5613a7a"", ""IMG_4ccf8f053eafa970"", ""IMG_b825df862b6e289f"", ""IMG_c3eab7f40d20dd73"", ""IMG_959dea87d88a6be9"", ""IMG_9935b9839e10b78b"", ""IMG_53fa9fc0de5e468b"", ""IMG_3a486e292583f5fd"", ""IMG_bd146b01a5ab5e14"", ""IMG_03955f459165fb69""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_2.0"", ""03_5.0"", ""03_9.0"", ""03_11.0"", ""03_2.0"", ""03_2.0"", ""03_6.0"", ""03_8.0"", ""03_3.0"", ""03_4.0""]","[false, false, false, false, false, false, false, false, false, false]","[true, false, false, false, true, true, false, false, false, false]","[0.9805581569671631, 0.9017297029495239, 0.9006900191307068, 0.8780272603034973, 0.8778067827224731, 0.8744403123855591, 0.8717610836029053, 0.8679601550102234, 0.862546980381012, 0.8620787262916565]","['0490_20140417_HBi_03_RAY_1224.JPG', '0494_20140417_HBi_03_RAY_1230.JPG', '0464_20140417_HBi_03_RAY_1185.JPG', '0338_20140417_HBi_03_RAY_0966.JPG', '0499_20140417_HBi_03_RAY_1237.JPG', '0497_20140417_HBi_03_RAY_1235.JPG', '0328_20140417_HBi_03_RAY_0946.JPG', '0252_20140417_HBi_03_RAY_0832.JPG', '0524_20140417_HBi_03_RAY_1265.JPG', '0288_20140417_HBi_03_RAY_0888.JPG']"
IMG_2d5a71d4a5613a7a,3,03_2.0,0490_20140417_HBi_03_RAY_1224.JPG,"range(1, 11)","[""IMG_6093a75e3e14d5df"", ""IMG_4ccf8f053eafa970"", ""IMG_b825df862b6e289f"", ""IMG_53fa9fc0de5e468b"", ""IMG_9935b9839e10b78b"", ""IMG_959dea87d88a6be9"", ""IMG_bd146b01a5ab5e14"", ""IMG_c3eab7f40d20dd73"", ""IMG_3a486e292583f5fd"", ""IMG_03955f459165fb69""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_2.0"", ""03_5.0"", ""03_9.0"", ""03_6.0"", ""03_2.0"", ""03_2.0"", ""03_3.0"", ""03_11.0"", ""03_8.0"", ""03_4.0""]","[false, false, false, false, false, false, false, false, false, false]","[true, false, false, false, true, true, false, false, false, false]","[0.9805581569671631, 0.907662034034729, 0.896763801574707, 0.8882600665092468, 0.8806790709495544, 0.872894823551178, 0.8686969876289368, 0.8655338883399963, 0.8603772521018982, 0.8431714177131653]","['0489_20140417_HBi_03_RAY_1223.JPG', '0494_20140417_HBi_03_RAY_1230.JPG', '0464_20140417_HBi_03_RAY_1185.JPG', '0328_20140417_HBi_03_RAY_0946.JPG', '0497_20140417_HBi_03_RAY_1235.JPG', '0499_20140417_HBi_03_RAY_1237.JPG', '0524_20140417_HBi_03_RAY_1265.JPG', '0338_20140417_HBi_03_RAY_0966.JPG', '0252_20140417_HBi_03_RAY_0832.JPG', '0288_20140417_HBi_03_RAY_0888.JPG']"
IMG_9935b9839e10b78b,3,03_2.0,0497_20140417_HBi_03_RAY_1235.JPG,"range(1, 11)","[""IMG_bd146b01a5ab5e14"", ""IMG_c3eab7f40d20dd73"", ""IMG_302da20670764559"", ""IMG_959dea87d88a6be9"", ""IMG_2d5a71d4a5613a7a"", ""IMG_93581bef499b37df"", ""IMG_03955f459165fb69"", ""IMG_6093a75e3e14d5df"", ""IMG_53fa9fc0de5e468b"", ""IMG_b741dc5a87e88d17""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_3.0"", ""03_11.0"", ""03_9.0"", ""03_2.0"", ""03_2.0"", ""03_2.0"", ""03_4.0"", ""03_2.0"", ""03_6.0"", ""03_3.0""]","[false, false, false, false, false, false, false, false, false, false]","[false, false, false, true, true, true, false, true, false, false]","[0.9134194850921631, 0.8875184655189514, 0.8837136030197144, 0.8822781443595886, 0.8806790709495544, 0.8799800276756287, 0.8749236464500427, 0.8744403123855591, 0.8738934397697449, 0.8722948431968689]","['0524_20140417_HBi_03_RAY_1265.JPG', '0338_20140417_HBi_03_RAY_0966.JPG', '0463_20140417_HBi_03_RAY_1184.JPG', '0499_20140417_HBi_03_RAY_1237.JPG', '0490_20140417_HBi_03_RAY_1224.JPG', '0251_20140417_HBi_03_RAY_0831.JPG', '0288_20140417_HBi_03_RAY_0888.JPG', '0489_20140417_HBi_03_RAY_1223.JPG', '0328_20140417_HBi_03_RAY_0946.JPG', '0271_20140417_HBi_03_RAY_0866.JPG']"
IMG_a3430090c4ce7a3b,3,03_2.0,0498_20140417_HBi_03_RAY_1236.JPG,"range(1, 11)","[""IMG_b00cc602f340f203"", ""IMG_4346881113cb7134"", ""IMG_f0e20029fd5e8703"", ""IMG_302da20670764559"", ""IMG_41a15bee1ec02acd"", ""IMG_f2f062b428b6acde"", ""IMG_102c379d7d6b4a9c"", ""IMG_a9a6feb7d1d4e069"", ""IMG_9935b9839e10b78b"", ""IMG_bd146b01a5ab5e14""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_10.0"", ""03_5.0"", ""03_14.0"", ""03_9.0"", ""03_11.0"", ""03_10.0"", ""03_3.0"", ""03_7.0"", ""03_2.0"", ""03_3.0""]","[false, false, false, false, false, false, false, false, false, false]","[false, false, false, false, false, false, false, false, true, false]","[0.8884132504463196, 0.8341624736785889, 0.8153746128082275, 0.8004347085952759, 0.7750892639160156, 0.7406714558601379, 0.7240159511566162, 0.7121120691299438, 0.7040746808052063, 0.7019062042236328]","['0527_20140417_HBi_03_RAY_1271.JPG', '0918_20140417_HBi_03_RAY_1991.JPG', '0522_20140417_HBi_03_RAY_1263.JPG', '0463_20140417_HBi_03_RAY_1184.JPG', '0337_20140417_HBi_03_RAY_0965.JPG', '0702_20140417_HBi_03_RAY_1646.JPG', '0525_20140417_HBi_03_RAY_1266.JPG', '0320_20140417_HBi_03_RAY_0930.JPG', '0497_20140417_HBi_03_RAY_1235.JPG', '0524_20140417_HBi_03_RAY_1265.JPG']"
IMG_959dea87d88a6be9,3,03_2.0,0499_20140417_HBi_03_RAY_1237.JPG,"range(1, 11)","[""IMG_4ccf8f053eafa970"", ""IMG_9935b9839e10b78b"", ""IMG_6093a75e3e14d5df"", ""IMG_2d5a71d4a5613a7a"", ""IMG_4106e536034ce468"", ""IMG_4b86dee50375da53"", ""IMG_b825df862b6e289f"", ""IMG_335800c884833eed"", ""IMG_3fff93b7a18937ff"", ""IMG_23eee2d344e472b9""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_5.0"", ""03_2.0"", ""03_2.0"", ""03_2.0"", ""03_5.0"", ""03_10.0"", ""03_9.0"", ""03_10.0"", ""03_10.0"", ""03_14.0""]","[false, false, false, false, false, false, false, false, false, false]","[false, true, true, true, false, false, false, false, false, false]","[0.9362300634384155, 0.8822781443595886, 0.8778067827224731, 0.872894823551178, 0.8688162565231323, 0.8679245710372925, 0.8503421545028687, 0.8437400460243225, 0.8422669172286987, 0.8382277488708496]","['0494_20140417_HBi_03_RAY_1230.JPG', '0497_20140417_HBi_03_RAY_1235.JPG', '0489_20140417_HBi_03_RAY_1223.JPG', '0490_20140417_HBi_03_RAY_1224.JPG', '0917_20140417_HBi_03_RAY_1990.JPG', '0467_20140417_HBi_03_RAY_1188.JPG', '0464_20140417_HBi_03_RAY_1185.JPG', '0415_20140417_HBi_03_RAY_1088.JPG', '0466_20140417_HBi_03_RAY_1187.JPG', '0523_20140417_HBi_03_RAY_1264.JPG']"
IMG_82a50ed5faf285df,3,03_3.0,0157_20140417_HBi_03_RAY_2079.JPG,"range(1, 11)","[""IMG_90448cd333a0b216"", ""IMG_22c1d1571bf40f38"", ""IMG_74aa811586e07cff"", ""IMG_043fc8d5cb71ffc0"", ""IMG_85a1df455dd25f66"", ""IMG_97c531019a7ad5ae"", ""IMG_f4b55c978d9b27ad"", ""IMG_91b6f41442da18f4"", ""IMG_c57f9d611fd1635a"", ""IMG_d75db0a0fe0a29d2""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_3.0"", ""03_3.0"", ""03_10.0"", ""03_7.0"", ""03_3.0"", ""03_20.0"", ""03_7.0"", ""03_9.0"", ""03_20.0"", ""03_9.0""]","[false, false, false, false, false, false, false, false, false, false]","[true, true, false, false, true, false, false, false, false, false]","[0.8404873013496399, 0.8316478729248047, 0.8166866302490234, 0.7660162448883057, 0.7531942129135132, 0.7400726675987244, 0.7367304563522339, 0.7267991900444031, 0.7097759246826172, 0.7077962160110474]","['0281_20140417_HBi_03_RAY_0881.JPG', '0280_20140417_HBi_03_RAY_0880.JPG', '0285_20140417_HBi_03_RAY_0885.JPG', '0319_20140417_HBi_03_RAY_0929.JPG', '0240_20140417_HBi_03_RAY_0815.JPG', '0143_20140417_HBi_03_RAY_2014.JPG', '0244_20140417_HBi_03_RAY_0824.JPG', '0263_20140417_HBi_03_RAY_0855.JPG', '0142_20140417_HBi_03_RAY_2013.JPG', '0262_20140417_HBi_03_RAY_0854.JPG']"
IMG_b4918b6dda4fbd89,3,03_3.0,0206_20140417_HBi_03_RAY_0741.JPG,"range(1, 11)","[""IMG_5fc2f2b7ba500dab"", ""IMG_b47a7d1dba914893"", ""IMG_2b7e1f460614d568"", ""IMG_59e35a6728f49f9b"", ""IMG_8e3a299e2759fd8a"", ""IMG_90abd8938b874a0c"", ""IMG_88989ec7c9b90745"", ""IMG_aade277476cfab5c"", ""IMG_d9d5189844371896"", ""IMG_9e4ae5463339b33d""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_3.0"", ""03_3.0"", ""03_3.0"", ""03_3.0"", ""03_31.0"", ""03_7.0"", ""03_18.0"", ""03_3.0"", ""03_3.0"", ""03_9.0""]","[false, false, false, false, false, false, false, false, false, false]","[true, true, true, true, false, false, false, true, true, false]","[0.7057241201400757, 0.7023738026618958, 0.6713221073150635, 0.6672370433807373, 0.6636367440223694, 0.6628854274749756, 0.6611684560775757, 0.6598636507987976, 0.650296688079834, 0.6464534997940063]","['0247_20140417_HBi_03_RAY_0827.JPG', '0313_20140417_HBi_03_RAY_0917.JPG', '0301_20140417_HBi_03_RAY_0903.JPG', '0260_20140417_HBi_03_RAY_0852.JPG', '0167_20140417_HBi_03_RAY_2109.JPG', '0245_20140417_HBi_03_RAY_0825.JPG', '0683_20140417_HBi_03_RAY_1559.JPG', '0241_20140417_HBi_03_RAY_0816.JPG', '0528_20140417_HBi_03_RAY_1272.JPG', '0270_20140417_HBi_03_RAY_0865.JPG']"
IMG_c848237760038bbf,3,03_3.0,0230_20140417_HBi_03_RAY_0796.JPG,"range(1, 11)","[""IMG_3c1c5ee868b49ff2"", ""IMG_8e3a299e2759fd8a"", ""IMG_03d24306c61e22a9"", ""IMG_3d7bf72908e59499"", ""IMG_5fc2f2b7ba500dab"", ""IMG_93581bef499b37df"", ""IMG_f6a06551b419c8d3"", ""IMG_1c67b02ae9b59108"", ""IMG_0e03c96e3860a20c"", ""IMG_a9a6feb7d1d4e069""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_3.0"", ""03_31.0"", ""03_6.0"", ""03_3.0"", ""03_3.0"", ""03_2.0"", ""03_2.0"", ""03_3.0"", ""03_3.0"", ""03_7.0""]","[false, false, false, false, false, false, false, false, false, false]","[true, false, false, true, true, false, false, true, true, false]","[0.9045717120170593, 0.8927174806594849, 0.8893390893936157, 0.8674569129943848, 0.8369647264480591, 0.8338680267333984, 0.8325583934783936, 0.8300759792327881, 0.8263934850692749, 0.8252121806144714]","['0248_20140417_HBi_03_RAY_0828.JPG', '0167_20140417_HBi_03_RAY_2109.JPG', '0234_20140417_HBi_03_RAY_0802.JPG', '0246_20140417_HBi_03_RAY_0826.JPG', '0247_20140417_HBi_03_RAY_0827.JPG', '0251_20140417_HBi_03_RAY_0831.JPG', '0216_20140417_HBi_03_RAY_0765.JPG', '0242_20140417_HBi_03_RAY_0817.JPG', '0302_20140417_HBi_03_RAY_0904.JPG', '0320_20140417_HBi_03_RAY_0930.JPG']"
IMG_85a1df455dd25f66,3,03_3.0,0240_20140417_HBi_03_RAY_0815.JPG,"range(1, 11)","[""IMG_aade277476cfab5c"", ""IMG_22c1d1571bf40f38"", ""IMG_90448cd333a0b216"", ""IMG_814ea15230cf77ff"", ""IMG_90abd8938b874a0c"", ""IMG_59e35a6728f49f9b"", ""IMG_0e03c96e3860a20c"", ""IMG_ed8f4661bbbe6d5c"", ""IMG_c35286d04e6f978d"", ""IMG_5171549ee9022d18""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_3.0"", ""03_3.0"", ""03_3.0"", ""03_10.0"", ""03_7.0"", ""03_3.0"", ""03_3.0"", ""03_3.0"", ""03_10.0"", ""03_2.0""]","[false, false, false, false, false, false, false, false, false, false]","[true, true, true, false, false, true, true, true, false, false]","[0.9066511988639832, 0.904935359954834, 0.8878306746482849, 0.8629009127616882, 0.850444495677948, 0.845325231552124, 0.8444561958312988, 0.843753457069397, 0.8417125940322876, 0.8306922316551208]","['0241_20140417_HBi_03_RAY_0816.JPG', '0280_20140417_HBi_03_RAY_0880.JPG', '0281_20140417_HBi_03_RAY_0881.JPG', '0287_20140417_HBi_03_RAY_0887.JPG', '0245_20140417_HBi_03_RAY_0825.JPG', '0260_20140417_HBi_03_RAY_0852.JPG', '0302_20140417_HBi_03_RAY_0904.JPG', '0261_20140417_HBi_03_RAY_0853.JPG', '0510_20140417_HBi_03_RAY_1248.JPG', '0222_20140417_HBi_03_RAY_0778.JPG']"
IMG_aade277476cfab5c,3,03_3.0,0241_20140417_HBi_03_RAY_0816.JPG,"range(1, 11)","[""IMG_814ea15230cf77ff"", ""IMG_85a1df455dd25f66"", ""IMG_3d7bf72908e59499"", ""IMG_2ec9b729c3047f30"", ""IMG_ed8f4661bbbe6d5c"", ""IMG_0c67105fef9f5e61"", ""IMG_0e03c96e3860a20c"", ""IMG_5f1db9c269b003a0"", ""IMG_90abd8938b874a0c"", ""IMG_22c1d1571bf40f38""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_10.0"", ""03_3.0"", ""03_3.0"", ""03_2.0"", ""03_3.0"", ""03_3.0"", ""03_3.0"", ""03_7.0"", ""03_7.0"", ""03_3.0""]","[false, false, false, false, false, false, false, false, false, false]","[false, true, true, false, true, true, true, false, false, true]","[0.9292150735855103, 0.9066511988639832, 0.8945977091789246, 0.8882352113723755, 0.8826284408569336, 0.8684250116348267, 0.861528754234314, 0.8601146936416626, 0.8578735589981079, 0.8547147512435913]","['0287_20140417_HBi_03_RAY_0887.JPG', '0240_20140417_HBi_03_RAY_0815.JPG', '0246_20140417_HBi_03_RAY_0826.JPG', '0258_20140417_HBi_03_RAY_0850.JPG', '0261_20140417_HBi_03_RAY_0853.JPG', '0282_20140417_HBi_03_RAY_0882.JPG', '0302_20140417_HBi_03_RAY_0904.JPG', '0841_20140417_HBi_03_RAY_1878.JPG', '0245_20140417_HBi_03_RAY_0825.JPG', '0280_20140417_HBi_03_RAY_0880.JPG']"
IMG_1c67b02ae9b59108,3,03_3.0,0242_20140417_HBi_03_RAY_0817.JPG,"range(1, 11)","[""IMG_3d7bf72908e59499"", ""IMG_899eab175cf11e80"", ""IMG_1aa8ecf722a1755f"", ""IMG_3181ffe87aa13433"", ""IMG_0f0cd0e7c57181b2"", ""IMG_90abd8938b874a0c"", ""IMG_8b9236cb98f368af"", ""IMG_03955f459165fb69"", ""IMG_0e03c96e3860a20c"", ""IMG_5f1db9c269b003a0""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_3.0"", ""03_2.0"", ""03_4.0"", ""03_10.0"", ""03_10.0"", ""03_7.0"", ""03_10.0"", ""03_4.0"", ""03_3.0"", ""03_7.0""]","[false, false, false, false, false, false, false, false, false, false]","[true, false, false, false, false, false, false, false, true, false]","[0.8802298307418823, 0.8745822906494141, 0.8735848665237427, 0.8712117671966553, 0.8680488467216492, 0.8675060272216797, 0.8674987554550171, 0.8631298542022705, 0.8559530973434448, 0.8520051836967468]","['0246_20140417_HBi_03_RAY_0826.JPG', '0250_20140417_HBi_03_RAY_0830.JPG', '0290_20140417_HBi_03_RAY_0890.JPG', '0317_20140417_HBi_03_RAY_0927.JPG', '0286_20140417_HBi_03_RAY_0886.JPG', '0245_20140417_HBi_03_RAY_0825.JPG', '0318_20140417_HBi_03_RAY_0928.JPG', '0288_20140417_HBi_03_RAY_0888.JPG', '0302_20140417_HBi_03_RAY_0904.JPG', '0841_20140417_HBi_03_RAY_1878.JPG']"
IMG_3d7bf72908e59499,3,03_3.0,0246_20140417_HBi_03_RAY_0826.JPG,"range(1, 11)","[""IMG_5f1db9c269b003a0"", ""IMG_0e03c96e3860a20c"", ""IMG_08faeb63ca8035ce"", ""IMG_aade277476cfab5c"", ""IMG_ed8f4661bbbe6d5c"", ""IMG_5fc2f2b7ba500dab"", ""IMG_4362f41d356ea6e2"", ""IMG_3c1c5ee868b49ff2"", ""IMG_899eab175cf11e80"", ""IMG_90abd8938b874a0c""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_7.0"", ""03_3.0"", ""03_7.0"", ""03_3.0"", ""03_3.0"", ""03_3.0"", ""03_4.0"", ""03_3.0"", ""03_2.0"", ""03_7.0""]","[false, false, false, false, false, false, false, false, false, false]","[false, true, false, true, true, true, false, true, false, false]","[0.9302355051040649, 0.9203808307647705, 0.8952266573905945, 0.8945977091789246, 0.8938676714897156, 0.8884769678115845, 0.8855061531066895, 0.8839534521102905, 0.8824267387390137, 0.8813680410385132]","['0841_20140417_HBi_03_RAY_1878.JPG', '0302_20140417_HBi_03_RAY_0904.JPG', '0253_20140417_HBi_03_RAY_0835.JPG', '0241_20140417_HBi_03_RAY_0816.JPG', '0261_20140417_HBi_03_RAY_0853.JPG', '0247_20140417_HBi_03_RAY_0827.JPG', '0161_20140417_HBi_03_RAY_2089.JPG', '0248_20140417_HBi_03_RAY_0828.JPG', '0250_20140417_HBi_03_RAY_0830.JPG', '0245_20140417_HBi_03_RAY_0825.JPG']"
IMG_5fc2f2b7ba500dab,3,03_3.0,0247_20140417_HBi_03_RAY_0827.JPG,"range(1, 11)","[""IMG_3d7bf72908e59499"", ""IMG_1636755f70f7c2a6"", ""IMG_3c1c5ee868b49ff2"", ""IMG_114077120d0a2d98"", ""IMG_b47a7d1dba914893"", ""IMG_2b7e1f460614d568"", ""IMG_0e03c96e3860a20c"", ""IMG_aade277476cfab5c"", ""IMG_831009435c1b2124"", ""IMG_ed8f4661bbbe6d5c""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_3.0"", ""03_9.0"", ""03_3.0"", ""03_2.0"", ""03_3.0"", ""03_3.0"", ""03_3.0"", ""03_3.0"", ""03_3.0"", ""03_3.0""]","[false, false, false, false, false, false, false, false, false, false]","[true, false, true, false, true, true, true, true, true, true]","[0.8884769678115845, 0.875483512878418, 0.8754161596298218, 0.8749327659606934, 0.8730987310409546, 0.8625059127807617, 0.8569865226745605, 0.8476781845092773, 0.8457218408584595, 0.843879759311676]","['0246_20140417_HBi_03_RAY_0826.JPG', '0439_20140417_HBi_03_RAY_1125.JPG', '0248_20140417_HBi_03_RAY_0828.JPG', '0201_20140417_HBi_03_RAY_0728.JPG', '0313_20140417_HBi_03_RAY_0917.JPG', '0301_20140417_HBi_03_RAY_0903.JPG', '0302_20140417_HBi_03_RAY_0904.JPG', '0241_20140417_HBi_03_RAY_0816.JPG', '0314_20140417_HBi_03_RAY_0918.JPG', '0261_20140417_HBi_03_RAY_0853.JPG']"
IMG_3c1c5ee868b49ff2,3,03_3.0,0248_20140417_HBi_03_RAY_0828.JPG,"range(1, 11)","[""IMG_c848237760038bbf"", ""IMG_8e3a299e2759fd8a"", ""IMG_3d7bf72908e59499"", ""IMG_5fc2f2b7ba500dab"", ""IMG_03d24306c61e22a9"", ""IMG_1636755f70f7c2a6"", ""IMG_5f1db9c269b003a0"", ""IMG_814ea15230cf77ff"", ""IMG_0e03c96e3860a20c"", ""IMG_1aa8ecf722a1755f""]","[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","[""03_3.0"", ""03_31.0"", ""03_3.0"", ""03_3.0"", ""03_6.0"", ""03_9.0"", ""03_7.0"", ""03_10.0"", ""03_3.0"", ""03_4.0""]","[false, false, false, false, false, false, false, false, false, false]","[true, false, true, true, false, false, false, false, true, false]","[0.9045717120170593, 0.8842109441757202, 0.8839534521102905, 0.8754161596298218, 0.851560115814209, 0.8374412059783936, 0.8298383951187134, 0.8289792537689209, 0.8261014223098755, 0.8224729299545288]","['0230_20140417_HBi_03_RAY_0796.JPG', '0167_20140417_HBi_03_RAY_2109.JPG', '0246_20140417_HBi_03_RAY_0826.JPG', '0247_20140417_HBi_03_RAY_0827.JPG', '0234_20140417_HBi_03_RAY_0802.JPG', '0439_20140417_HBi_03_RAY_1125.JPG', '0841_20140417_HBi_03_RAY_1878.JPG', '0287_20140417_HBi_03_RAY_0887.JPG', '0302_20140417_HBi_03_RAY_0904.JPG', '0290_20140417_HBi_03_RAY_0890.JPG']"
