query_anchor,query_session,query_group,rank,candidate,candidate_session,candidate_group,candidate_is_pool,candidate_same_group,score,review,reviewer,note
IMG_79691a75f9b33de6,1,01_14.0,3,IMG_31846f0fbdb9d981,1,01_10.0,False,False,0.7325598001480103,,,
IMG_79691a75f9b33de6,1,01_14.0,4,IMG_ae391e2574fc9dc0,1,01_5.0,False,False,0.711300253868103,,,
IMG_79691a75f9b33de6,1,01_14.0,5,IMG_fb51e2b2eae54f2d,1,01_4.0,False,False,0.7022044658660889,,,
IMG_79691a75f9b33de6,1,01_14.0,6,IMG_291e2277785cff7b,1,01_11.0,False,False,0.6415241360664368,,,
IMG_79691a75f9b33de6,1,01_14.0,7,IMG_89787964d002fdf6,1,01_1.0,False,False,0.6271037459373474,,,
IMG_79691a75f9b33de6,1,01_14.0,8,IMG_c28c684416b5dbd8,1,01_4.0,False,False,0.6212649941444397,,,
IMG_79691a75f9b33de6,1,01_14.0,9,IMG_9e6ec1d9efc2e117,1,01_3.0,False,False,0.6192210912704468,,,
IMG_79691a75f9b33de6,1,01_14.0,10,IMG_7cad6c99eaf7ed2b,1,01_6.0,False,False,0.6168761253356934,,,
IMG_bcf3d9dd1cb6b9e2,1,01_1.0,1,IMG_365230aff6ccf855,1,01_2.0,False,False,0.8587027192115784,,,
IMG_bcf3d9dd1cb6b9e2,1,01_1.0,2,IMG_7801983dd0c37889,1,01_3.0,False,False,0.8397733569145203,,,
IMG_bcf3d9dd1cb6b9e2,1,01_1.0,3,IMG_c9089614b6a55260,1,01_2.0,False,False,0.8384222388267517,,,
IMG_bcf3d9dd1cb6b9e2,1,01_1.0,4,IMG_d96a692b8a5e2cd9,1,01_3.0,False,False,0.833372175693512,,,
IMG_bcf3d9dd1cb6b9e2,1,01_1.0,5,IMG_4e11a152cf6d0958,1,01_8.0,False,False,0.8281459212303162,,,
IMG_bcf3d9dd1cb6b9e2,1,01_1.0,6,IMG_bf29c448b7965c34,1,01_2.0,False,False,0.8097629547119141,,,
IMG_bcf3d9dd1cb6b9e2,1,01_1.0,7,IMG_a6bf15b3e23eea6f,1,01_2.0,False,False,0.7923630475997925,,,
IMG_bcf3d9dd1cb6b9e2,1,01_1.0,8,IMG_add6681025b7e34c,1,01_2.0,False,False,0.7799723744392395,,,
IMG_bcf3d9dd1cb6b9e2,1,01_1.0,9,IMG_0fda01828547a827,1,01_3.0,False,False,0.7771093845367432,,,
IMG_bcf3d9dd1cb6b9e2,1,01_1.0,10,IMG_a1b65ba015bf8a38,1,01_2.0,False,False,0.7644688487052917,,,
IMG_89787964d002fdf6,1,01_1.0,1,IMG_911bee6b3260a458,1,01_8.0,False,False,0.7144762873649597,,,
IMG_89787964d002fdf6,1,01_1.0,2,IMG_9e6ec1d9efc2e117,1,01_3.0,False,False,0.7132709622383118,,,
IMG_89787964d002fdf6,1,01_1.0,3,IMG_7801983dd0c37889,1,01_3.0,False,False,0.6430569887161255,,,
IMG_89787964d002fdf6,1,01_1.0,4,IMG_79691a75f9b33de6,1,01_14.0,False,False,0.6271037459373474,,,
IMG_89787964d002fdf6,1,01_1.0,5,IMG_c28c684416b5dbd8,1,01_4.0,False,False,0.5763716101646423,,,
IMG_89787964d002fdf6,1,01_1.0,6,IMG_bcf3d9dd1cb6b9e2,1,01_1.0,False,True,0.5750219821929932,,,
IMG_89787964d002fdf6,1,01_1.0,7,IMG_365230aff6ccf855,1,01_2.0,False,False,0.5617809295654297,,,
IMG_89787964d002fdf6,1,01_1.0,8,IMG_a1b65ba015bf8a38,1,01_2.0,False,False,0.5561477541923523,,,
IMG_89787964d002fdf6,1,01_1.0,9,IMG_bf29c448b7965c34,1,01_2.0,False,False,0.5532170534133911,,,
IMG_89787964d002fdf6,1,01_1.0,10,IMG_c9089614b6a55260,1,01_2.0,False,False,0.5522910952568054,,,
IMG_6dc8f895e31c5f95,1,01_1.0,1,IMG_0fda01828547a827,1,01_3.0,False,False,0.829064667224884,,,
IMG_6dc8f895e31c5f95,1,01_1.0,2,IMG_bf29c448b7965c34,1,01_2.0,False,False,0.7769487500190735,,,
IMG_6dc8f895e31c5f95,1,01_1.0,3,IMG_add6681025b7e34c,1,01_2.0,False,False,0.7657995820045471,,,
IMG_6dc8f895e31c5f95,1,01_1.0,4,IMG_d96a692b8a5e2cd9,1,01_3.0,False,False,0.7616177797317505,,,
IMG_6dc8f895e31c5f95,1,01_1.0,5,IMG_365230aff6ccf855,1,01_2.0,False,False,0.6820427775382996,,,
IMG_6dc8f895e31c5f95,1,01_1.0,6,IMG_bcf3d9dd1cb6b9e2,1,01_1.0,False,True,0.6805492043495178,,,
IMG_6dc8f895e31c5f95,1,01_1.0,7,IMG_a6bf15b3e23eea6f,1,01_2.0,False,False,0.6740652918815613,,,
IMG_6dc8f895e31c5f95,1,01_1.0,8,IMG_c9089614b6a55260,1,01_2.0,False,False,0.6699914932250977,,,
IMG_6dc8f895e31c5f95,1,01_1.0,9,IMG_a1b65ba015bf8a38,1,01_2.0,False,False,0.6508371829986572,,,
IMG_6dc8f895e31c5f95,1,01_1.0,10,IMG_7801983dd0c37889,1,01_3.0,False,False,0.6419705152511597,,,
IMG_c9089614b6a55260,1,01_2.0,1,IMG_365230aff6ccf855,1,01_2.0,False,True,0.9161804914474487,,,
IMG_c9089614b6a55260,1,01_2.0,2,IMG_a1b65ba015bf8a38,1,01_2.0,False,True,0.8863680958747864,,,
IMG_c9089614b6a55260,1,01_2.0,3,IMG_4e11a152cf6d0958,1,01_8.0,False,False,0.8599480986595154,,,
IMG_c9089614b6a55260,1,01_2.0,4,IMG_c061217b1f39deb1,1,01_4.0,False,False,0.8475764989852905,,,
IMG_c9089614b6a55260,1,01_2.0,5,IMG_bcf3d9dd1cb6b9e2,1,01_1.0,False,False,0.8384222388267517,,,
IMG_c9089614b6a55260,1,01_2.0,6,IMG_7801983dd0c37889,1,01_3.0,False,False,0.8194762468338013,,,
IMG_c9089614b6a55260,1,01_2.0,7,IMG_a6bf15b3e23eea6f,1,01_2.0,False,True,0.8104962110519409,,,
IMG_c9089614b6a55260,1,01_2.0,8,IMG_d96a692b8a5e2cd9,1,01_3.0,False,False,0.8099595308303833,,,
IMG_c9089614b6a55260,1,01_2.0,9,IMG_0fda01828547a827,1,01_3.0,False,False,0.80619877576828,,,
IMG_c9089614b6a55260,1,01_2.0,10,IMG_bf29c448b7965c34,1,01_2.0,False,True,0.7780343294143677,,,
IMG_a1b65ba015bf8a38,1,01_2.0,1,IMG_c061217b1f39deb1,1,01_4.0,False,False,0.899916410446167,,,
IMG_a1b65ba015bf8a38,1,01_2.0,2,IMG_365230aff6ccf855,1,01_2.0,False,True,0.8906795978546143,,,
IMG_a1b65ba015bf8a38,1,01_2.0,3,IMG_c9089614b6a55260,1,01_2.0,False,True,0.8863680958747864,,,
IMG_a1b65ba015bf8a38,1,01_2.0,4,IMG_a6bf15b3e23eea6f,1,01_2.0,False,True,0.8546409010887146,,,
IMG_a1b65ba015bf8a38,1,01_2.0,5,IMG_4e11a152cf6d0958,1,01_8.0,False,False,0.8254741430282593,,,
IMG_a1b65ba015bf8a38,1,01_2.0,6,IMG_7b1e718057af2ab3,1,01_4.0,False,False,0.7698238492012024,,,
IMG_a1b65ba015bf8a38,1,01_2.0,7,IMG_0fda01828547a827,1,01_3.0,False,False,0.7690041065216064,,,
IMG_a1b65ba015bf8a38,1,01_2.0,8,IMG_7801983dd0c37889,1,01_3.0,False,False,0.7664634585380554,,,
IMG_a1b65ba015bf8a38,1,01_2.0,9,IMG_bcf3d9dd1cb6b9e2,1,01_1.0,False,False,0.7644688487052917,,,
IMG_a1b65ba015bf8a38,1,01_2.0,10,IMG_efc367ab53689fa5,1,01_2.0,False,True,0.7052385807037354,,,
IMG_cc62dbd148e58905,1,01_2.0,1,IMG_291e2277785cff7b,1,01_11.0,False,False,0.7337556481361389,,,
IMG_cc62dbd148e58905,1,01_2.0,2,IMG_7cad6c99eaf7ed2b,1,01_6.0,False,False,0.7318301200866699,,,
IMG_cc62dbd148e58905,1,01_2.0,3,IMG_fb51e2b2eae54f2d,1,01_4.0,False,False,0.6400733590126038,,,
IMG_cc62dbd148e58905,1,01_2.0,4,IMG_79691a75f9b33de6,1,01_14.0,False,False,0.6034923791885376,,,
IMG_cc62dbd148e58905,1,01_2.0,5,IMG_a3c715cc80ef44d8,1,01_9.0,False,False,0.5981230139732361,,,
IMG_cc62dbd148e58905,1,01_2.0,6,IMG_ae391e2574fc9dc0,1,01_5.0,False,False,0.5969433784484863,,,
IMG_cc62dbd148e58905,1,01_2.0,7,IMG_cfd8413c8fd7adb5,1,01_13.0,False,False,0.5930813550949097,,,
IMG_cc62dbd148e58905,1,01_2.0,8,IMG_c28c684416b5dbd8,1,01_4.0,False,False,0.5737372636795044,,,
IMG_cc62dbd148e58905,1,01_2.0,9,IMG_ea3c050ed8c0f117,1,01_5.0,False,False,0.5676933526992798,,,
IMG_cc62dbd148e58905,1,01_2.0,10,IMG_87c7629244e02709,1,01_12.0,False,False,0.5328269600868225,,,
IMG_add6681025b7e34c,1,01_2.0,1,IMG_bf29c448b7965c34,1,01_2.0,False,True,0.9275521039962769,,,
IMG_add6681025b7e34c,1,01_2.0,2,IMG_d96a692b8a5e2cd9,1,01_3.0,False,False,0.9243919849395752,,,
IMG_add6681025b7e34c,1,01_2.0,3,IMG_bcf3d9dd1cb6b9e2,1,01_1.0,False,False,0.7799723744392395,,,
IMG_add6681025b7e34c,1,01_2.0,4,IMG_0fda01828547a827,1,01_3.0,False,False,0.7748432755470276,,,
IMG_add6681025b7e34c,1,01_2.0,5,IMG_6dc8f895e31c5f95,1,01_1.0,False,False,0.7657995820045471,,,
IMG_add6681025b7e34c,1,01_2.0,6,IMG_c9089614b6a55260,1,01_2.0,False,True,0.729747474193573,,,
IMG_add6681025b7e34c,1,01_2.0,7,IMG_365230aff6ccf855,1,01_2.0,False,True,0.7098191976547241,,,
IMG_add6681025b7e34c,1,01_2.0,8,IMG_911bee6b3260a458,1,01_8.0,False,False,0.7004841566085815,,,
IMG_add6681025b7e34c,1,01_2.0,9,IMG_7801983dd0c37889,1,01_3.0,False,False,0.6986578106880188,,,
IMG_add6681025b7e34c,1,01_2.0,10,IMG_a1b65ba015bf8a38,1,01_2.0,False,True,0.6113203763961792,,,
IMG_33d44571ee320a90,1,01_2.0,1,IMG_6609262ac9b0bddd,1,01_3.0,False,False,0.6683446168899536,,,
IMG_33d44571ee320a90,1,01_2.0,2,IMG_c28c684416b5dbd8,1,01_4.0,False,False,0.6267228126525879,,,
IMG_33d44571ee320a90,1,01_2.0,3,IMG_ea3c050ed8c0f117,1,01_5.0,False,False,0.5791493654251099,,,
IMG_33d44571ee320a90,1,01_2.0,4,IMG_fb51e2b2eae54f2d,1,01_4.0,False,False,0.5293647050857544,,,
IMG_33d44571ee320a90,1,01_2.0,5,IMG_9e6ec1d9efc2e117,1,01_3.0,False,False,0.4795413017272949,,,
IMG_33d44571ee320a90,1,01_2.0,6,IMG_cc62dbd148e58905,1,01_2.0,False,True,0.47451359033584595,,,
IMG_33d44571ee320a90,1,01_2.0,7,IMG_ae391e2574fc9dc0,1,01_5.0,False,False,0.47316592931747437,,,
IMG_33d44571ee320a90,1,01_2.0,8,IMG_291e2277785cff7b,1,01_11.0,False,False,0.4176814556121826,,,
IMG_33d44571ee320a90,1,01_2.0,9,IMG_31846f0fbdb9d981,1,01_10.0,False,False,0.3994477391242981,,,
IMG_33d44571ee320a90,1,01_2.0,10,IMG_79691a75f9b33de6,1,01_14.0,False,False,0.3801261782646179,,,
IMG_bf29c448b7965c34,1,01_2.0,1,IMG_d96a692b8a5e2cd9,1,01_3.0,False,False,0.9598556160926819,,,
IMG_bf29c448b7965c34,1,01_2.0,2,IMG_add6681025b7e34c,1,01_2.0,False,True,0.9275521039962769,,,
IMG_bf29c448b7965c34,1,01_2.0,3,IMG_0fda01828547a827,1,01_3.0,False,False,0.866921067237854,,,
IMG_bf29c448b7965c34,1,01_2.0,4,IMG_bcf3d9dd1cb6b9e2,1,01_1.0,False,False,0.8097629547119141,,,
IMG_bf29c448b7965c34,1,01_2.0,5,IMG_c9089614b6a55260,1,01_2.0,False,True,0.7780343294143677,,,
IMG_bf29c448b7965c34,1,01_2.0,6,IMG_6dc8f895e31c5f95,1,01_1.0,False,False,0.7769487500190735,,,
IMG_bf29c448b7965c34,1,01_2.0,7,IMG_365230aff6ccf855,1,01_2.0,False,True,0.7623615860939026,,,
IMG_bf29c448b7965c34,1,01_2.0,8,IMG_911bee6b3260a458,1,01_8.0,False,False,0.7267283201217651,,,
IMG_bf29c448b7965c34,1,01_2.0,9,IMG_7801983dd0c37889,1,01_3.0,False,False,0.7196086645126343,,,
IMG_bf29c448b7965c34,1,01_2.0,10,IMG_a1b65ba015bf8a38,1,01_2.0,False,True,0.6787787675857544,,,
IMG_365230aff6ccf855,1,01_2.0,1,IMG_c9089614b6a55260,1,01_2.0,False,True,0.9161804914474487,,,
IMG_365230aff6ccf855,1,01_2.0,2,IMG_a1b65ba015bf8a38,1,01_2.0,False,True,0.8906795978546143,,,
IMG_365230aff6ccf855,1,01_2.0,3,IMG_a6bf15b3e23eea6f,1,01_2.0,False,True,0.8845369219779968,,,
IMG_365230aff6ccf855,1,01_2.0,4,IMG_4e11a152cf6d0958,1,01_8.0,False,False,0.8744924664497375,,,
IMG_365230aff6ccf855,1,01_2.0,5,IMG_7801983dd0c37889,1,01_3.0,False,False,0.8628330826759338,,,
IMG_365230aff6ccf855,1,01_2.0,6,IMG_bcf3d9dd1cb6b9e2,1,01_1.0,False,False,0.8587027192115784,,,
IMG_365230aff6ccf855,1,01_2.0,7,IMG_c061217b1f39deb1,1,01_4.0,False,False,0.8499176502227783,,,
IMG_365230aff6ccf855,1,01_2.0,8,IMG_0fda01828547a827,1,01_3.0,False,False,0.7978981733322144,,,
IMG_365230aff6ccf855,1,01_2.0,9,IMG_d96a692b8a5e2cd9,1,01_3.0,False,False,0.7721747159957886,,,
IMG_365230aff6ccf855,1,01_2.0,10,IMG_bf29c448b7965c34,1,01_2.0,False,True,0.7623615860939026,,,
IMG_efc367ab53689fa5,1,01_2.0,1,IMG_a6bf15b3e23eea6f,1,01_2.0,False,True,0.848921537399292,,,
IMG_efc367ab53689fa5,1,01_2.0,2,IMG_7b1e718057af2ab3,1,01_4.0,False,False,0.8422727584838867,,,
IMG_efc367ab53689fa5,1,01_2.0,3,IMG_a1b65ba015bf8a38,1,01_2.0,False,True,0.7052385807037354,,,
IMG_efc367ab53689fa5,1,01_2.0,4,IMG_4e11a152cf6d0958,1,01_8.0,False,False,0.6771812438964844,,,
IMG_efc367ab53689fa5,1,01_2.0,5,IMG_365230aff6ccf855,1,01_2.0,False,True,0.6501714587211609,,,
IMG_efc367ab53689fa5,1,01_2.0,6,IMG_c061217b1f39deb1,1,01_4.0,False,False,0.5752877593040466,,,
IMG_efc367ab53689fa5,1,01_2.0,7,IMG_0fda01828547a827,1,01_3.0,False,False,0.5499324202537537,,,
IMG_efc367ab53689fa5,1,01_2.0,8,IMG_c9089614b6a55260,1,01_2.0,False,True,0.5424880385398865,,,
IMG_efc367ab53689fa5,1,01_2.0,9,IMG_bcf3d9dd1cb6b9e2,1,01_1.0,False,False,0.5268882513046265,,,
IMG_efc367ab53689fa5,1,01_2.0,10,IMG_7801983dd0c37889,1,01_3.0,False,False,0.5194076299667358,,,
IMG_a6bf15b3e23eea6f,1,01_2.0,1,IMG_365230aff6ccf855,1,01_2.0,False,True,0.8845369219779968,,,
IMG_a6bf15b3e23eea6f,1,01_2.0,2,IMG_4e11a152cf6d0958,1,01_8.0,False,False,0.8598362803459167,,,
IMG_a6bf15b3e23eea6f,1,01_2.0,3,IMG_a1b65ba015bf8a38,1,01_2.0,False,True,0.8546409010887146,,,
IMG_a6bf15b3e23eea6f,1,01_2.0,4,IMG_efc367ab53689fa5,1,01_2.0,False,True,0.848921537399292,,,
IMG_a6bf15b3e23eea6f,1,01_2.0,5,IMG_c9089614b6a55260,1,01_2.0,False,True,0.8104962110519409,,,
IMG_a6bf15b3e23eea6f,1,01_2.0,6,IMG_7b1e718057af2ab3,1,01_4.0,False,False,0.8082340955734253,,,
IMG_a6bf15b3e23eea6f,1,01_2.0,7,IMG_bcf3d9dd1cb6b9e2,1,01_1.0,False,False,0.7923630475997925,,,
IMG_a6bf15b3e23eea6f,1,01_2.0,8,IMG_0fda01828547a827,1,01_3.0,False,False,0.7900795936584473,,,
IMG_a6bf15b3e23eea6f,1,01_2.0,9,IMG_c061217b1f39deb1,1,01_4.0,False,False,0.7571104168891907,,,
IMG_a6bf15b3e23eea6f,1,01_2.0,10,IMG_7801983dd0c37889,1,01_3.0,False,False,0.754174530506134,,,
IMG_0fda01828547a827,1,01_3.0,1,IMG_bf29c448b7965c34,1,01_2.0,False,False,0.866921067237854,,,
IMG_0fda01828547a827,1,01_3.0,2,IMG_d96a692b8a5e2cd9,1,01_3.0,False,True,0.8594487905502319,,,
IMG_0fda01828547a827,1,01_3.0,3,IMG_6dc8f895e31c5f95,1,01_1.0,False,False,0.829064667224884,,,
IMG_0fda01828547a827,1,01_3.0,4,IMG_c9089614b6a55260,1,01_2.0,False,False,0.80619877576828,,,
IMG_0fda01828547a827,1,01_3.0,5,IMG_365230aff6ccf855,1,01_2.0,False,False,0.7978981733322144,,,
IMG_0fda01828547a827,1,01_3.0,6,IMG_a6bf15b3e23eea6f,1,01_2.0,False,False,0.7900795936584473,,,
IMG_0fda01828547a827,1,01_3.0,7,IMG_bcf3d9dd1cb6b9e2,1,01_1.0,False,False,0.7771093845367432,,,
IMG_0fda01828547a827,1,01_3.0,8,IMG_add6681025b7e34c,1,01_2.0,False,False,0.7748432755470276,,,
IMG_0fda01828547a827,1,01_3.0,9,IMG_a1b65ba015bf8a38,1,01_2.0,False,False,0.7690041065216064,,,
IMG_0fda01828547a827,1,01_3.0,10,IMG_4e11a152cf6d0958,1,01_8.0,False,False,0.7409056425094604,,,
IMG_6609262ac9b0bddd,1,01_3.0,1,IMG_33d44571ee320a90,1,01_2.0,False,False,0.6683446168899536,,,
IMG_6609262ac9b0bddd,1,01_3.0,2,IMG_c28c684416b5dbd8,1,01_4.0,False,False,0.6075102686882019,,,
IMG_6609262ac9b0bddd,1,01_3.0,3,IMG_fb51e2b2eae54f2d,1,01_4.0,False,False,0.5846216082572937,,,
IMG_6609262ac9b0bddd,1,01_3.0,4,IMG_ae391e2574fc9dc0,1,01_5.0,False,False,0.5458290576934814,,,
IMG_6609262ac9b0bddd,1,01_3.0,5,IMG_9e6ec1d9efc2e117,1,01_3.0,False,True,0.5137322545051575,,,
IMG_6609262ac9b0bddd,1,01_3.0,6,IMG_cc62dbd148e58905,1,01_2.0,False,False,0.5127679109573364,,,
IMG_6609262ac9b0bddd,1,01_3.0,7,IMG_ea3c050ed8c0f117,1,01_5.0,False,False,0.5009164214134216,,,
IMG_6609262ac9b0bddd,1,01_3.0,8,IMG_a3c715cc80ef44d8,1,01_9.0,False,False,0.49440857768058777,,,
IMG_6609262ac9b0bddd,1,01_3.0,9,IMG_79691a75f9b33de6,1,01_14.0,False,False,0.4630948305130005,,,
IMG_6609262ac9b0bddd,1,01_3.0,10,IMG_291e2277785cff7b,1,01_11.0,False,False,0.45127975940704346,,,
IMG_d96a692b8a5e2cd9,1,01_3.0,1,IMG_bf29c448b7965c34,1,01_2.0,False,False,0.9598556160926819,,,
IMG_d96a692b8a5e2cd9,1,01_3.0,2,IMG_add6681025b7e34c,1,01_2.0,False,False,0.9243919849395752,,,
IMG_d96a692b8a5e2cd9,1,01_3.0,3,IMG_0fda01828547a827,1,01_3.0,False,True,0.8594487905502319,,,
IMG_d96a692b8a5e2cd9,1,01_3.0,4,IMG_bcf3d9dd1cb6b9e2,1,01_1.0,False,False,0.833372175693512,,,
IMG_d96a692b8a5e2cd9,1,01_3.0,5,IMG_c9089614b6a55260,1,01_2.0,False,False,0.8099595308303833,,,
IMG_d96a692b8a5e2cd9,1,01_3.0,6,IMG_365230aff6ccf855,1,01_2.0,False,False,0.7721747159957886,,,
IMG_d96a692b8a5e2cd9,1,01_3.0,7,IMG_6dc8f895e31c5f95,1,01_1.0,False,False,0.7616177797317505,,,
IMG_d96a692b8a5e2cd9,1,01_3.0,8,IMG_7801983dd0c37889,1,01_3.0,False,True,0.7438461780548096,,,
IMG_d96a692b8a5e2cd9,1,01_3.0,9,IMG_911bee6b3260a458,1,01_8.0,False,False,0.7399402856826782,,,
IMG_d96a692b8a5e2cd9,1,01_3.0,10,IMG_a1b65ba015bf8a38,1,01_2.0,False,False,0.679271936416626,,,
IMG_9e6ec1d9efc2e117,1,01_3.0,1,IMG_911bee6b3260a458,1,01_8.0,False,False,0.7546754479408264,,,
IMG_9e6ec1d9efc2e117,1,01_3.0,2,IMG_89787964d002fdf6,1,01_1.0,False,False,0.7132709622383118,,,
IMG_9e6ec1d9efc2e117,1,01_3.0,3,IMG_fb51e2b2eae54f2d,1,01_4.0,False,False,0.6844151020050049,,,
IMG_9e6ec1d9efc2e117,1,01_3.0,4,IMG_c28c684416b5dbd8,1,01_4.0,False,False,0.6727702021598816,,,
IMG_9e6ec1d9efc2e117,1,01_3.0,5,IMG_79691a75f9b33de6,1,01_14.0,False,False,0.6192210912704468,,,
IMG_9e6ec1d9efc2e117,1,01_3.0,6,IMG_7801983dd0c37889,1,01_3.0,False,True,0.5707533955574036,,,
IMG_9e6ec1d9efc2e117,1,01_3.0,7,IMG_add6681025b7e34c,1,01_2.0,False,False,0.556672990322113,,,
IMG_9e6ec1d9efc2e117,1,01_3.0,8,IMG_6dc8f895e31c5f95,1,01_1.0,False,False,0.5499438047409058,,,
IMG_9e6ec1d9efc2e117,1,01_3.0,9,IMG_31846f0fbdb9d981,1,01_10.0,False,False,0.544670581817627,,,
IMG_9e6ec1d9efc2e117,1,01_3.0,10,IMG_ae391e2574fc9dc0,1,01_5.0,False,False,0.542199969291687,,,
IMG_7801983dd0c37889,1,01_3.0,1,IMG_365230aff6ccf855,1,01_2.0,False,False,0.8628330826759338,,,
