image_id,relative_path,filename,extension,file_size_bytes,session_guess,session_id,date_guess,quality_band,source_group,group_id,label,label_status,relation_note,candidate_groups,sequence_guess,sequence_source,sequence_confidence,width,height,image_format,read_status,sha256,side,crop_status,review_status,candidate_cluster,confirmed_identity
IMG_33a264bc588c65a9,60-69/0151_20140417_SZi_01_RAY_0026.JPG,0151_20140417_SZi_01_RAY_0026.JPG,.jpg,5534658,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0151_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,ba38d4d849e975ae679029991b6fb349e013998f0453f141e71f5c762c184436,unknown,pending,unreviewed,,
IMG_4e182e3b9a40909f,60-69/0152_20140417_SZi_01_RAY_0030.JPG,0152_20140417_SZi_01_RAY_0030.JPG,.jpg,5384791,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0152_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,930abebf09917e21c63466904d4b7199aa650e64cf516eb8762a0b500722facd,unknown,pending,unreviewed,,
IMG_4bd4d7e0aa83a0e4,60-69/0153_20140417_SZi_01_RAY_0033.JPG,0153_20140417_SZi_01_RAY_0033.JPG,.jpg,5589828,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0153_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,33b48e54e86be3a674d57dd3a4be1ff4d54ee8d1f5b8e8237441a1b0e6d4866b,unknown,pending,unreviewed,,
IMG_f9bf3614ee965425,60-69/0154_20140417_SZi_01_RAY_0034.JPG,0154_20140417_SZi_01_RAY_0034.JPG,.jpg,5475128,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0154_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,57fe62cdbe66bdf8487b8fa1de8407fbab6486345b4c836c2d58b27b60e39d1e,unknown,pending,unreviewed,,
IMG_13e383e77c92281b,60-69/0155_20140417_SZi_01_RAY_0037.JPG,0155_20140417_SZi_01_RAY_0037.JPG,.jpg,5706494,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0155_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,22c520342c5f0e6a2d04430b60f783fa3ddcc5a06d2336e6b7204dbcc068ce40,unknown,pending,unreviewed,,
IMG_fde472a3d28ba57e,60-69/0164_20140417_SZi_01_RAY_0066.JPG,0164_20140417_SZi_01_RAY_0066.JPG,.jpg,5563232,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0164_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,0a4a1c16e29eb44c2d1d6492b509504f310bfe4cb5c4bf7806feb55d2de7b8ea,unknown,pending,unreviewed,,
IMG_c1b7c70af3c343aa,60-69/0165_20140417_SZi_01_RAY_0070.JPG,0165_20140417_SZi_01_RAY_0070.JPG,.jpg,5678947,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0165_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,3849b5b9c2baa7062483b88e953d98e8329b384d0cb1eeff43cd3f34c78cd1ef,unknown,pending,unreviewed,,
IMG_5161dc690938df51,60-69/0168_20140417_SZi_01_RAY_0084.JPG,0168_20140417_SZi_01_RAY_0084.JPG,.jpg,5590245,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0168_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,ae584f10c4f378bda7e2b6a5f63076c81694e5a775d350bcf880509341ba6f8c,unknown,pending,unreviewed,,
IMG_fd02d4f094843a10,60-69/0179_20140417_SZi_01_RAY_0105.JPG,0179_20140417_SZi_01_RAY_0105.JPG,.jpg,5964810,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0179_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,4b3fd38ab4bc7f16d4f6ec012dab415cc3315b2685e0d5b31ceac85007f18377,unknown,pending,unreviewed,,
IMG_05ccbf69d8e2bc99,60-69/0183_20140417_SZi_01_RAY_0111.JPG,0183_20140417_SZi_01_RAY_0111.JPG,.jpg,5930158,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0183_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,d9cd48954610ff327974b2d9c5551ffd775265fc2871fe1f7d249882d6116bb6,unknown,pending,unreviewed,,
IMG_c3a5e3e457786a21,60-69/0184_20140417_SZi_01_RAY_0112.JPG,0184_20140417_SZi_01_RAY_0112.JPG,.jpg,5813687,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0184_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,efd00e4d09fbff2f80d62d64dfdbcccf92b7c0a213f5f51642fd030d751f7e9b,unknown,pending,unreviewed,,
IMG_7836de6168d20c55,60-69/0190_20140417_SZi_01_RAY_0120.JPG,0190_20140417_SZi_01_RAY_0120.JPG,.jpg,5767352,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0190_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,dc484a90a038402cb66f3139e43427cdf5b96f3e7a84ba3d61f1f2ee944c05e6,unknown,pending,unreviewed,,
IMG_f0152447f432fba3,60-69/0191_20140417_SZi_01_RAY_0121.JPG,0191_20140417_SZi_01_RAY_0121.JPG,.jpg,5471803,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0191_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,1bfbeef10226d75f2fcc1cad5f823780d89f18b1a89aed6e40fc49571e36afbb,unknown,pending,unreviewed,,
IMG_a618e12ec8f40b96,60-69/0192_20140417_SZi_01_RAY_0123.JPG,0192_20140417_SZi_01_RAY_0123.JPG,.jpg,5662313,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0192_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,c8550671f1147b9ce9b069280a63f93ddbd3e01615f0d51fe09c7b63716fb561,unknown,pending,unreviewed,,
IMG_d6cb96acc835265d,60-69/0193_20140417_SZi_01_RAY_0124.JPG,0193_20140417_SZi_01_RAY_0124.JPG,.jpg,5653885,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0193_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,d0b6afb286828fd94a6aabfbd8795c4ed448910f201bb0615b02b5d05b5b1e2d,unknown,pending,unreviewed,,
IMG_c6b16e65909dd951,60-69/0194_20140417_SZi_01_RAY_0132.JPG,0194_20140417_SZi_01_RAY_0132.JPG,.jpg,5830743,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0194_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,1631c9daee34824c208edd32a4dad0191e8ada6746a4ba3d297ef754e4dc20e5,unknown,pending,unreviewed,,
IMG_b846e8dbea0f7800,60-69/0198_20140417_SZi_01_RAY_0141.JPG,0198_20140417_SZi_01_RAY_0141.JPG,.jpg,5419570,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0198_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,6c23073863118d045d4bca47393b942e79d1a70f097ad907e5b574bf38944030,unknown,pending,unreviewed,,
IMG_e003aeb8ff451e89,60-69/0199_20140417_SZi_01_RAY_0142.JPG,0199_20140417_SZi_01_RAY_0142.JPG,.jpg,7122123,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0199_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,dc20dcb8a671c4683e064baa55eec0518b6e8fa0a6b88273b5282ddebab5bf0e,unknown,pending,unreviewed,,
IMG_43665dceb672f347,60-69/0201_20140417_SZi_01_RAY_0146.JPG,0201_20140417_SZi_01_RAY_0146.JPG,.jpg,5402433,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0201_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,c8178e386be8057436935b233e998d30041581983c8518aa16fe073fa7feb25f,unknown,pending,unreviewed,,
IMG_873cf4ac700f3188,60-69/0203_20140417_SZi_01_RAY_0150.JPG,0203_20140417_SZi_01_RAY_0150.JPG,.jpg,5504399,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0203_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,c6ae891a233744f33abccde0dd140759b515ad1fd0b5a6a4a3f572a8f8e43d3f,unknown,pending,unreviewed,,
IMG_f737135ce4802378,60-69/0210_20140417_SZi_01_RAY_0163.JPG,0210_20140417_SZi_01_RAY_0163.JPG,.jpg,5321204,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0210_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,51e462b370acfe97508445f8fac95ddaaaa5a21ce618dfb0d4755de958eaec90,unknown,pending,unreviewed,,
IMG_a68371bf55efa90b,60-69/0211_20140417_SZi_01_RAY_0164.JPG,0211_20140417_SZi_01_RAY_0164.JPG,.jpg,5301720,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0211_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,69cd7a4f241b2d21ffc3af255264322b04860d371d6f2a0d448ce8686291818d,unknown,pending,unreviewed,,
IMG_9d5a3179c8376f17,60-69/0226_20140417_SZi_01_RAY_0187.JPG,0226_20140417_SZi_01_RAY_0187.JPG,.jpg,5418927,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0226_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,a80879e7965d73c5523a4330e1a81fc5087b0f81bec95135a3f5f28fab28211f,unknown,pending,unreviewed,,
IMG_73e71d6248606140,60-69/0227_20140417_SZi_01_RAY_0188.JPG,0227_20140417_SZi_01_RAY_0188.JPG,.jpg,5463969,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0227_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,458433a5c16395818ec162679ae1faa457be7c3b7638bbf10bd52a28bbb66b78,unknown,pending,unreviewed,,
IMG_df69ed322cf9b0f1,60-69/0235_20140417_SZi_01_RAY_0197.JPG,0235_20140417_SZi_01_RAY_0197.JPG,.jpg,5741438,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0235_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,b92cebce25fbb7f86edbf5216de324c0e31309642fea4470a14f74dbc4bf2592,unknown,pending,unreviewed,,
IMG_8b4da8ee4376f746,60-69/0241_20140417_SZi_01_RAY_0218.JPG,0241_20140417_SZi_01_RAY_0218.JPG,.jpg,5828453,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0241_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,c391ec1d660e19eefb19472ec8308b4ae0108a3c096a0ea33bad34c886cb72f9,unknown,pending,unreviewed,,
IMG_80aab7810281dbd2,60-69/0242_20140417_SZi_01_RAY_0226.JPG,0242_20140417_SZi_01_RAY_0226.JPG,.jpg,5563724,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0242_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,44dd081b96b2a22198e26b42a1f04db05076f8616d22e714b83009e67908c7e7,unknown,pending,unreviewed,,
IMG_77c078003337abce,60-69/0243_20140417_SZi_01_RAY_0227.JPG,0243_20140417_SZi_01_RAY_0227.JPG,.jpg,5510241,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0243_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,38e7075f28beffece956c21fdfaeff65716eb273863c7c34200b91b1e55c5f62,unknown,pending,unreviewed,,
IMG_19238e19d8220bff,60-69/0251_20140417_SZi_01_RAY_0239.JPG,0251_20140417_SZi_01_RAY_0239.JPG,.jpg,5468022,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0251_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,2a1680b52cef469f3491e76ae57ba3d834b0caebf61570cb0538d771fd95981c,unknown,pending,unreviewed,,
IMG_7b74245d2c949f52,60-69/0252_20140417_SZi_01_RAY_0241.JPG,0252_20140417_SZi_01_RAY_0241.JPG,.jpg,5628645,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0252_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,1072ee9cb4fcc9fe471ae8464e00878448f8ea1fe744d4b1ddb7bac6b0d3fb15,unknown,pending,unreviewed,,
IMG_c73ef1fe883609f3,60-69/0253_20140417_SZi_01_RAY_0242.JPG,0253_20140417_SZi_01_RAY_0242.JPG,.jpg,5590331,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0253_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,9477fa1e4bf30f127297a57e9ad18b77ddf77e667579c13023b44e1a754e9815,unknown,pending,unreviewed,,
IMG_11ff99429b9b32ad,60-69/0262_20140417_SZi_01_RAY_0263.JPG,0262_20140417_SZi_01_RAY_0263.JPG,.jpg,5429388,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0262_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,d5210e545eb334651b586df9cc3eb6684b089d07faa96c655395a3b25099201a,unknown,pending,unreviewed,,
IMG_35ce70d8b9652757,60-69/0264_20140417_SZi_01_RAY_0265.JPG,0264_20140417_SZi_01_RAY_0265.JPG,.jpg,5519952,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0264_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,8da3fb90ab8bcbc305dd068c47d4f02d2dce5da125de3b863ae2c8ceb55fc2a4,unknown,pending,unreviewed,,
IMG_a31626e48a300012,60-69/0266_20140417_SZi_01_RAY_0269.JPG,0266_20140417_SZi_01_RAY_0269.JPG,.jpg,5570707,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0266_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,fa8e1842a502894df8973efc853adf139c4e7b3c4eadbf7231dc49691f38d621,unknown,pending,unreviewed,,
IMG_d83f1a5c4a3c9888,60-69/0273_20140417_SZi_01_RAY_0283.JPG,0273_20140417_SZi_01_RAY_0283.JPG,.jpg,5467916,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0273_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,f6d285b37b1a2067dba84b159c72c3ffff662771a3ceec7176dc9a8eb7a76770,unknown,pending,unreviewed,,
IMG_ae767f882596a362,60-69/0274_20140417_SZi_01_RAY_0293.JPG,0274_20140417_SZi_01_RAY_0293.JPG,.jpg,5474208,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0274_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,750bde959369b4d22c683ec4c371009969ad9c83ad98ad6770ce36bae311de92,unknown,pending,unreviewed,,
IMG_55bf08165317058d,60-69/0275_20140417_SZi_01_RAY_0295.JPG,0275_20140417_SZi_01_RAY_0295.JPG,.jpg,5488694,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0275_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,ad907a6874e2da51877cfb8aa7e2ab6a05bf04f9d0485b78ec68e3d379bbbea2,unknown,pending,unreviewed,,
IMG_5c4b38648b79c6ca,60-69/0285_20140417_SZi_01_RAY_0316.JPG,0285_20140417_SZi_01_RAY_0316.JPG,.jpg,5562130,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0285_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,ed67a16b6341a8e53fa30b62ab314dafa0f6851864b62189501aca2e5288b30d,unknown,pending,unreviewed,,
IMG_2e98f6d95b88809b,60-69/0286_20140417_SZi_01_RAY_0317.JPG,0286_20140417_SZi_01_RAY_0317.JPG,.jpg,5603536,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0286_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,7ee27a86a6cfb0b90483b768adf689edf74e7674a78a5f117e9699f93e583727,unknown,pending,unreviewed,,
IMG_9067c0d1187faad2,60-69/0287_20140417_SZi_01_RAY_0318.JPG,0287_20140417_SZi_01_RAY_0318.JPG,.jpg,6025992,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0287_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,6c74db1db553a4d64a82dc6437f5b41d703648a88f8b100a5bcb042fe4dbe585,unknown,pending,unreviewed,,
IMG_939d5cb1fb978022,60-69/0288_20140417_SZi_01_RAY_0319.JPG,0288_20140417_SZi_01_RAY_0319.JPG,.jpg,5858693,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0288_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,b093a255ed9b1bfc30c65368bd166504ceb8996e1bc01a0f5c0f350a8c303914,unknown,pending,unreviewed,,
IMG_4330950360be56d4,60-69/0291_20140417_SZi_01_RAY_0325.JPG,0291_20140417_SZi_01_RAY_0325.JPG,.jpg,5631213,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0291_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,e53a7972362d11dcc8bd874e8a4910e6fc7964332ed7ff342230ed029554aa8b,unknown,pending,unreviewed,,
IMG_65d2cead270048ac,60-69/0292_20140417_SZi_01_RAY_0326.JPG,0292_20140417_SZi_01_RAY_0326.JPG,.jpg,5586757,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0292_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,f0ef28c70652f631e1a2a8207d9a447d417f7589ea8f4a2586b5b710c9161732,unknown,pending,unreviewed,,
IMG_546eecf2cde6e995,60-69/0294_20140417_SZi_01_RAY_0328.JPG,0294_20140417_SZi_01_RAY_0328.JPG,.jpg,5682629,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0294_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,996129abbdadc38987596726df11189f101409c87a3a611434d04f31ddfd721b,unknown,pending,unreviewed,,
IMG_d9663c2eb78a5d72,60-69/0295_20140417_SZi_01_RAY_0329.JPG,0295_20140417_SZi_01_RAY_0329.JPG,.jpg,5715886,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0295_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,8976610f23d9558c5872fa15c64b0781fc6812e4a4f80e04a39b2de60762cc5e,unknown,pending,unreviewed,,
IMG_173d8dd53cc6e73a,60-69/0296_20140417_SZi_01_RAY_0334.JPG,0296_20140417_SZi_01_RAY_0334.JPG,.jpg,5611686,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0296_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,e35d5722f2dabffae5cc50352ee04195d6e07f0f4a558fe5fbc4e54c399390e6,unknown,pending,unreviewed,,
IMG_93330d5e57f32e4b,60-69/0298_20140417_SZi_01_RAY_0337.JPG,0298_20140417_SZi_01_RAY_0337.JPG,.jpg,5605878,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0298_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,e2c035286658760e9f37ea924b412985d9831cb0adb84da670ff1e5b731e5c98,unknown,pending,unreviewed,,
IMG_458d0b43545de07f,60-69/0304_20140417_SZi_01_RAY_0350.JPG,0304_20140417_SZi_01_RAY_0350.JPG,.jpg,5643276,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0304_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,eb27a51dcbcaa021c9c502d2bf97233fe1679abf4da31d751a2afc52802a561b,unknown,pending,unreviewed,,
IMG_024d2899089f35b4,60-69/0305_20140417_SZi_01_RAY_0351.JPG,0305_20140417_SZi_01_RAY_0351.JPG,.jpg,5617382,01,01,2014-04-17,60_69,60-69,,,ignored,,,01::0305_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,5f58e884ca3cbcfe0ca666bd7ff39f154d73c5706b93a700cbac28df9d2438a3,unknown,pending,unreviewed,,
